38	NC_008590.1_220_38500_38750
161	NC_038124.1_271_47425_47675
186	NC_034645.1_802_140350_140600
24	NC_041127.1_25_4375_4625
146	NC_040131.1_286_50050_50300
64	NC_041473.1_655_114625_114875
17	NC_028190.1_621_108675_108925
26	NC_034831.1_51_8925_9175
36	NC_033910.1_671_117425_117675r
20	NC_042245.1_489_85575_85825r
10	NC_014062.1_581_101675_101925r
62	NC_036342.1_395_69125_69375r
14	NC_025653.1_187_32725_32975r
85	NC_041295.1_733_128275_128525r
48	NC_014582.1_196_34300_34550r
130	NC_035415.1_112_19600_19850r
47	NC_039418.1_393_68775_69025r
10	NC_039426.1_213_37275_37525r
725	NC_042954.1_479_83825_84075r
49	NC_031874.1_267_46725_46975r
26	NC_039733.1_498_87150_87400r
15	NC_041417.1_719_125825_126075r
510	NC_035053.1_82_14350_14600
56	NC_027691.1_30_5250_5500
23	NC_042825.1_478_83650_83900
243	NC_037765.1_671_117425_117675
131	NC_041274.1_673_117775_118025
37	NC_033979.1_706_123550_123800
172	NC_036970.1_154_26950_27200
13	NC_040113.1_246_43050_43300r
18	NC_041440.1_706_123550_123800r
16	NC_041104.1_292_51100_51350r
65	NC_036693.1_361_63175_63425r
63	NC_029813.1_356_62300_62550r
34	NC_037417.1_478_83650_83900
35	NC_025652.1_66_11550_11800
71	NC_011828.1_581_101675_101925
502	NC_045108.1_426_74550_74800
21	NC_029815.1_466_81550_81800
60	NC_032713.1_192_33600_33850
119	NC_029951.1_729_127575_127825
98	NC_033520.1_257_44975_45225
89	NC_036684.1_105_18375_18625
96	NC_029363.1_874_152950_153200
89	NC_037982.1_373_65275_65525
21	NC_027148.1_297_51975_52225
16	NC_026037.1_217_37975_38225
259	NC_044468.1_378_66150_66400r
10	NC_039347.1_296_51800_52050r
39	NC_033970.1_745_130375_130625r
11	NC_036764.1_57_9975_10225r
44	NC_036112.1_544_95200_95450r
141	NC_044116.1_829_145075_145325r
52	NC_036000.1_12_2100_2350r
50	NC_030707.1_6_1050_1300r
21	NC_037418.1_698_122150_122400r
49	NC_035773.1_689_120575_120825r
16	NC_040942.1_267_46725_46975r
24	NC_010109.1_663_116025_116275r
83	NC_034774.1_17_2975_3225r
17	NC_039762.1_724_126700_126950r
17	NC_040167.1_180_31500_31750r
19	NC_035896.1_728_127400_127650r
21	NC_036151.1_345_60375_60625r
37	NC_036958.1_315_55125_55375r
55	NC_043827.1_268_46900_47150r
28	NC_031201.1_316_55300_55550r
23	NC_045055.1_671_117425_117675r
339	NC_036368.1_909_159075_159325
116	NC_041294.1_774_135450_135700
16	NC_031203.1_728_127400_127650
119	NC_037192.1_631_110425_110675
381	NC_044802.1_474_82950_83200
25	NC_042399.1_358_62650_62900
22	NC_036963.1_710_124250_124500
11	NC_042954.1_256_44800_45050
11	NC_043825.1_685_119875_120125r
12	NC_044118.1_751_131425_131675r
12	NC_037231.1_446_78050_78300r
11	NC_041541.1_254_44450_44700r
95	NC_024170.1_655_114625_114875r
13	NC_037443.1_342_59850_60100r
33	NC_036074.1_799_139825_140075r
16	NC_028549.1_46_8050_8300r
14	NC_038125.1_662_115850_116100r
13	NC_041432.1_405_70875_71125r
32	NC_044477.1_722_126350_126600r
35	NC_031442.1_62_10850_11100r
13	NC_040932.1_626_109550_109800r
12	NC_015083.1_10_1750_2000r
11	NC_035417.1_489_85575_85825r
25	NC_042748.1_186_32550_32800r
292	NC_034694.1_151_26425_26675r
30	NC_044803.1_670_117250_117500r
11	NC_036077.1_321_56175_56425r
46	NC_044808.1_348_60900_61150r
14	NC_021121.1_182_31850_32100r
30	NC_035233.1_708_123900_124150r
79	NC_029364.1_432_75600_75850r
16	NC_041439.1_297_51975_52225r
145	NC_027225.1_438_76650_76900r
89	NC_042874.1_431_75425_75675
36	NC_027158.1_335_58625_58875
10	NC_026772.1_492_86100_86350
10	NC_042843.1_641_112175_112425r
15	NC_041305.1_338_59150_59400r
15	NC_034701.1_315_55125_55375r
41	NC_039677.1_656_114800_115050r
52	NC_035056.1_98_17150_17400r
92	NC_035506.1_325_56875_57125r
11	NC_035959.1_291_50925_51175r
12	NC_014573.1_378_66150_66400r
15	NC_036082.1_777_135975_136225r
14	NC_016471.1_103_18025_18275r
32	NC_041511.1_51_8925_9175r
21	NC_024258.1_698_122150_122400r
15	NC_030371.1_352_61600_61850r
31	NC_036037.1_818_143150_143400r
76	NC_035414.1_415_72625_72875r
53	NC_045050.1_168_29400_29650r
14	NC_027677.1_349_61075_61325r
12	NC_039375.1_567_99225_99475r
29	NC_010654.1_625_109375_109625r
11	NC_034942.1_422_73850_74100r
11	NC_041455.1_274_47950_48200r
11	NC_036088.1_165_28875_29125r
15	NC_034358.1_19_3325_3575r
17	NC_039853.1_435_76125_76375r
12	NC_039762.1_162_28350_28600r
37	NC_043774.1_324_56700_56950r
14	NC_031370.1_489_85575_85825r
155	NC_027677.1_150_26250_26500r
77	NC_016736.1_33_5775_6025r
45	NC_014575.1_369_64575_64825r
28	NC_025745.1_170_29750_30000r
29	NC_031878.1_170_29750_30000r
21	NC_039412.1_36_6300_6550
11	NC_021646.1_182_31850_32100
18	NC_039825.1_31_5425_5675r
16	NC_036970.1_104_18200_18450r
66	NC_021432.1_161_28175_28425r
52	NC_031444.1_24_4200_4450r
12	NC_044473.1_732_128100_128350
52	NC_026678.1_173_30275_30525
15	NC_037767.1_149_26075_26325r
11	NC_030565.1_382_66850_67100r
19	NC_042788.1_599_104825_105075r
10	NC_020361.1_419_73325_73575r
20	NC_026134.2_395_69125_69375r
11	NC_045098.1_451_78925_79175r
12	NC_027272.1_395_69125_69375r
33	NC_036223.1_714_124950_125200r
16	NC_039762.1_712_124600_124850r
48	NC_031874.1_649_113575_113825r
17	NC_037191.1_199_34825_35075r
26	NC_027148.1_300_52500_52750r
11	NC_023090.1_361_63175_63425r
10	NC_023805.1_207_36225_36475r
36	NC_039602.1_245_42875_43125r
11	NC_027513.1_219_38325_38575r
11	NC_031883.1_20_3500_3750r
27	NC_040160.1_180_31500_31750r
80	NC_039375.1_150_26250_26500r
69	NC_045051.1_529_92575_92825r
58	NC_036077.1_873_152775_153025r
11	NC_031204.1_7_1225_1475r
14	NC_044639.1_471_82425_82675r
124	NC_042950.1_414_72450_72700
23	NC_035975.1_664_116200_116450
22	NC_040943.1_24_4200_4450
33	NC_035358.1_349_61075_61325r
24	NC_044795.1_462_80850_81100r
14	NC_034716.1_281_49175_49425r
19	NC_035320.1_406_71050_71300r
11	NC_032721.1_675_118125_118375r
25	NC_042158.1_47_8225_8475r
101	NC_032296.1_276_48300_48550r
10	NC_031651.1_286_50050_50300r
11	NC_027065.1_211_36925_37175r
10	NC_034803.1_466_81550_81800r
21	NC_042246.1_338_59150_59400r
24	NC_024023.1_256_44800_45050
44	NC_029828.1_540_94500_94750
91	NC_044106.1_421_73675_73925
44	NC_039834.1_730_127750_128000
40	NC_031198.1_289_50575_50825
14	NC_022451.2_283_49525_49775r
31	NC_009266.1_28_4900_5150r
10	NC_030712.1_417_72975_73225r
37	NC_030065.1_746_130550_130800r
15	NC_044113.1_322_56350_56600r
15	NC_030707.1_197_34475_34725r
19	NC_028617.1_189_33075_33325r
11	NC_026197.1_39_6825_7075r
12	NC_041457.1_432_75600_75850
212	NC_013991.2_184_32200_32450
13	NC_029484.1_169_29575_29825
12	NC_029734.1_559_97825_98075r
10	NC_024024.1_131_22925_23175r
85	NC_041530.1_375_65625_65875r
41	NC_036098.1_355_62125_62375r
10	NC_039376.1_573_100275_100525r
104	NC_045098.1_49_8575_8825r
18	NC_041540.1_71_12425_12675r
132	NC_039924.1_20_3500_3750r
76	NC_036761.1_487_85225_85475r
12	NC_030761.1_172_30100_30350r
58	NC_034320.1_145_25375_25625
148	NC_045050.1_787_137725_137975
14	NC_032708.1_380_66500_66750
31	NC_041301.1_472_82600_82850
40	NC_042955.1_350_61250_61500
91	NC_039180.1_247_43225_43475
11	NC_029815.1_115_20125_20375
22	NC_029945.1_451_78925_79175
179	NC_041258.1_742_129850_130100r
94	NC_034308.1_569_99575_99825
36	NC_003119.8_440_77000_77250r
18	NC_041159.1_25_4375_4625r
10	NC_037401.1_698_122150_122400r
11	NC_037726.1_166_29050_29300
24	NC_025662.1_175_30625_30875
57	NC_036502.1_117_20475_20725
19	NC_035240.1_370_64750_65000r
10	NC_039161.1_670_117250_117500r
136	NC_042739.1_431_75425_75675r
16	NC_008456.1_80_14000_14250r
14	NC_037706.1_375_65625_65875r
16	NC_035363.1_300_52500_52750r
19	NC_042948.1_227_39725_39975
